MAE,RMSE,R2,WAPE,variance_power
1203.4024882564627,2954.3342717189025,0.698062915162625,0.4784531705174615,1.05
1216.1788733515211,3033.8325498917375,0.6861821034596292,0.4821052044981338,1.1
1216.8271594267658,3055.9581883580663,0.6842404859309217,0.48289224358624827,1.15
1218.3659652073625,3022.4133521132662,0.6889029800493098,0.48303447752573025,1.2
1214.823015779042,3065.0234987329627,0.6856131966099579,0.48126177822697336,1.25
1211.4254828930223,3086.229820970655,0.6859685703888297,0.4789648258032121,1.3
1218.395683025733,3115.466415923093,0.6866940153083956,0.48032428178739284,1.35
1233.3759599951143,3144.976186536322,0.6837825440469447,0.4852514203851068,1.4
1229.6324375863774,3197.482988091774,0.6818452257632353,0.4843808403983293,1.5
